Timestamp,cpu_usage
1376314846,10912.027692426667
1376315146,10890.57036232
1376315446,10434.11443096
1376315746,10539.450415120002
1376316046,10951.041019893331
1376316346,10913.9783588
1376316646,10855.4583676
1376316946,10157.11980594667
1376317246,10477.029091173334
1376317546,11128.551659866667
1376317846,11031.0183412
1376318146,6485.965691333334
1376318446,85.82932042666667
1376318746,70.22398944000001
1376319046,76.07598856
1376319346,68.27332306666668
1376319646,62.42132394666667
1376319946,72.17465581333335
1376320246,78.02665493333335
1376320546,68.27332306666668
1376320846,68.27332306666668
1376321146,68.27332306666668
1376321446,76.07598856
1376321746,68.27332306666668
1376322046,64.37199032000001
1376322346,64.37199032000001
1376322647,58.51999120000001
1376322947,66.32265669333334
1376323247,64.37199032000001
1376323547,58.51999120000001
1376323847,62.42132394666667
1376324147,66.32265669333334
1376324447,58.51999120000001
1376324747,64.37199032000001
1376325047,64.37199032000001
1376325347,64.37199032000001
1376325647,72.17465581333335
1376325947,70.22398944000001
1376326247,58.51999120000001
1376326547,64.37199032000001
1376326847,66.32265669333334
1376327147,60.47065757333333
1376327447,66.32265669333334
1376327747,74.12532218666666
1376328047,58.51999120000001
1376328347,72.17465581333335
1376328647,68.27332306666668
1376328947,62.42132394666667
1376329247,70.22398944000001
1376329547,74.12532218666666
1376329847,70.22398944000001
1376330147,74.12532218666666
1376330447,83.87865405333334
1376330747,60.47065757333333
1376331047,64.37199032000001
1376331347,70.22398944000001
1376331647,70.22398944000001
1376331947,62.42132394666667
1376332247,66.32265669333334
1376332547,70.22398944000001
1376332847,68.27332306666668
1376333147,76.07598856
1376333447,66.32265669333334
1376333747,58.51999120000001
1376334047,70.22398944000001
1376334347,64.37199032000001
1376334647,64.37199032000001
1376334947,72.17465581333335
1376335247,118.99064877333336
1376335547,70.22398944000001
1376335847,72.17465581333335
1376336147,76.07598856
1376336447,60.47065757333333
1376336747,74.12532218666666
1376337047,70.22398944000001
1376337347,62.42132394666667
1376337647,66.32265669333334
1376337947,66.32265669333334
1376338248,68.27332306666668
1376338548,70.22398944000001
1376338848,68.27332306666668
1376339148,70.22398944000001
1376339448,68.27332306666668
1376339748,81.92798768
1376340048,64.37199032000001
1376340348,79.97732130666667
1376340648,79.97732130666667
1376340948,62.42132394666667
1376341248,66.32265669333334
1376341548,78.02665493333335
1376341848,70.22398944000001
1376342148,64.37199032000001
1376342448,74.12532218666666
1376342748,60.47065757333333
1376343048,60.47065757333333
1376343348,64.37199032000001
1376343648,64.37199032000001
1376343948,72.17465581333335
1376344248,62.42132394666667
1376344548,62.42132394666667
1376344848,72.17465581333335
1376345148,76.07598856
1376345448,68.27332306666668
1376345748,60.47065757333333
1376346048,78.02665493333335
1376346348,64.37199032000001
1376346648,60.47065757333333
1376346948,70.22398944000001
1376347248,68.27332306666668
1376347548,66.32265669333334
